,batch,name,start_time,end_time,duration,duration_string,parent,isLeaf
45,2017-11-22_xf177501_xfrun_build9,datapoints,2017-11-21T04:05:48,2017-11-21T04:09:17,209.0,3 min 29.0 sec,run_bucket,False
46,2017-11-22_xf177501_xfrun_build9,:load,2017-11-21T04:05:48,2017-11-21T04:08:50,182.0,3 min 2.0 sec,datapoints,True
47,2017-11-22_xf177501_xfrun_build9,:points,2017-11-21T04:08:50,2017-11-21T04:08:51,1.0,1.0 sec,datapoints,True
48,2017-11-22_xf177501_xfrun_build9,run_bucket,2017-11-21T04:08:11,2017-11-21T04:10:12,121.0,2 min 1.0 sec,all_points,False
49,2017-11-22_xf177501_xfrun_build9,datapoints,2017-11-21T04:08:11,2017-11-21T04:10:12,121.0,2 min 1.0 sec,run_bucket,False
50,2017-11-22_xf177501_xfrun_build9,:load,2017-11-21T04:08:11,2017-11-21T04:09:49,98.0,1 min 38.0 sec,datapoints,True
51,2017-11-22_xf177501_xfrun_build9,:points,2017-11-21T04:09:49,2017-11-21T04:09:50,1.0,1.0 sec,datapoints,True
52,2017-11-22_xf177501_xfrun_build9,run_bucket,2017-11-21T04:10:12,2017-11-21T04:13:05,172.0,2 min 52.0 sec,all_points,False
53,2017-11-22_xf177501_xfrun_build9,datapoints,2017-11-21T04:10:12,2017-11-21T04:13:04,172.0,2 min 52.0 sec,run_bucket,False
54,2017-11-22_xf177501_xfrun_build9,:load,2017-11-21T04:10:12,2017-11-21T04:12:36,144.0,2 min 24.0 sec,datapoints,True
55,2017-11-22_xf177501_xfrun_build9,:points,2017-11-21T04:12:36,2017-11-21T04:12:40,4.0,4.0 sec,datapoints,True
56,2017-11-22_xf177501_xfrun_build9,run_bucket,2017-11-21T04:09:17,2017-11-21T04:14:12,294.0,4 min 54.0 sec,all_points,False
57,2017-11-22_xf177501_xfrun_build9,datapoints,2017-11-21T04:09:17,2017-11-21T04:14:11,294.0,4 min 54.0 sec,run_bucket,False
58,2017-11-22_xf177501_xfrun_build9,:load,2017-11-21T04:09:17,2017-11-21T04:13:35,258.0,4 min 18.0 sec,datapoints,True
59,2017-11-22_xf177501_xfrun_build9,:points,2017-11-21T04:13:35,2017-11-21T04:13:43,8.0,8.0 sec,datapoints,True
60,2017-11-22_xf177501_xfrun_build9,run_bucket,2017-11-21T04:13:05,2017-11-21T04:14:29,83.0,1 min 23.0 sec,all_points,False
61,2017-11-22_xf177501_xfrun_build9,datapoints,2017-11-21T04:13:05,2017-11-21T04:14:28,83.0,1 min 23.0 sec,run_bucket,False
62,2017-11-22_xf177501_xfrun_build9,:load,2017-11-21T04:13:05,2017-11-21T04:14:07,62.0,1 min 2.0 sec,datapoints,True
63,2017-11-22_xf177501_xfrun_build9,:points,2017-11-21T04:14:07,2017-11-21T04:14:07,0.0,,datapoints,True
64,2017-11-22_xf177501_xfrun_build9,run_bucket,2017-11-21T04:14:12,2017-11-21T04:15:37,85.0,1 min 25.0 sec,all_points,False
65,2017-11-22_xf177501_xfrun_build9,datapoints,2017-11-21T04:14:12,2017-11-21T04:15:37,85.0,1 min 25.0 sec,run_bucket,False
66,2017-11-22_xf177501_xfrun_build9,:load,2017-11-21T04:14:12,2017-11-21T04:15:15,63.0,1 min 3.0 sec,datapoints,True
67,2017-11-22_xf177501_xfrun_build9,:points,2017-11-21T04:15:15,2017-11-21T04:15:15,0.0,,datapoints,True
68,2017-11-22_xf177501_xfrun_build9,run_bucket,2017-11-21T04:14:29,2017-11-21T04:15:53,83.0,1 min 23.0 sec,all_points,False
69,2017-11-22_xf177501_xfrun_build9,datapoints,2017-11-21T04:14:29,2017-11-21T04:15:52,83.0,1 min 23.0 sec,run_bucket,False
70,2017-11-22_xf177501_xfrun_build9,:load,2017-11-21T04:14:29,2017-11-21T04:15:31,62.0,1 min 2.0 sec,datapoints,True
71,2017-11-22_xf177501_xfrun_build9,:points,2017-11-21T04:15:31,2017-11-21T04:15:31,0.0,,datapoints,True
72,2017-11-22_xf177501_xfrun_build9,run_bucket,2017-11-21T04:15:37,2017-11-21T04:17:01,83.0,1 min 23.0 sec,all_points,False
73,2017-11-22_xf177501_xfrun_build9,datapoints,2017-11-21T04:15:37,2017-11-21T04:17:00,83.0,1 min 23.0 sec,run_bucket,False
74,2017-11-22_xf177501_xfrun_build9,:load,2017-11-21T04:15:37,2017-11-21T04:16:39,62.0,1 min 2.0 sec,datapoints,True
75,2017-11-22_xf177501_xfrun_build9,:points,2017-11-21T04:16:39,2017-11-21T04:16:39,0.0,,datapoints,True
76,2017-11-22_xf177501_xfrun_build9,run_bucket,2017-11-21T04:15:53,2017-11-21T04:17:16,83.0,1 min 23.0 sec,all_points,False
77,2017-11-22_xf177501_xfrun_build9,datapoints,2017-11-21T04:15:53,2017-11-21T04:17:16,83.0,1 min 23.0 sec,run_bucket,False
78,2017-11-22_xf177501_xfrun_build9,:load,2017-11-21T04:15:53,2017-11-21T04:16:55,62.0,1 min 2.0 sec,datapoints,True
79,2017-11-22_xf177501_xfrun_build9,:points,2017-11-21T04:16:55,2017-11-21T04:16:55,0.0,,datapoints,True
80,2017-11-22_xf177501_xfrun_build9,run_bucket,2017-11-21T04:17:01,2017-11-21T04:18:26,85.0,1 min 25.0 sec,all_points,False
81,2017-11-22_xf177501_xfrun_build9,datapoints,2017-11-21T04:17:01,2017-11-21T04:18:26,85.0,1 min 25.0 sec,run_bucket,False
82,2017-11-22_xf177501_xfrun_build9,:load,2017-11-21T04:17:01,2017-11-21T04:18:05,64.0,1 min 4.0 sec,datapoints,True
83,2017-11-22_xf177501_xfrun_build9,:points,2017-11-21T04:18:05,2017-11-21T04:18:05,0.0,,datapoints,True
84,2017-11-22_xf177501_xfrun_build9,run_bucket,2017-11-21T04:17:16,2017-11-21T04:18:40,84.0,1 min 24.0 sec,all_points,False
85,2017-11-22_xf177501_xfrun_build9,datapoints,2017-11-21T04:17:16,2017-11-21T04:18:40,84.0,1 min 24.0 sec,run_bucket,False
86,2017-11-22_xf177501_xfrun_build9,:load,2017-11-21T04:17:16,2017-11-21T04:18:18,62.0,1 min 2.0 sec,datapoints,True
87,2017-11-22_xf177501_xfrun_build9,:points,2017-11-21T04:18:18,2017-11-21T04:18:19,1.0,1.0 sec,datapoints,True
88,2017-11-22_xf177501_xfrun_build9,run_bucket,2017-11-21T04:18:26,2017-11-21T04:19:52,85.0,1 min 25.0 sec,all_points,False
89,2017-11-22_xf177501_xfrun_build9,datapoints,2017-11-21T04:18:26,2017-11-21T04:19:51,85.0,1 min 25.0 sec,run_bucket,False
90,2017-11-22_xf177501_xfrun_build9,:load,2017-11-21T04:18:26,2017-11-21T04:19:30,64.0,1 min 4.0 sec,datapoints,True
91,2017-11-22_xf177501_xfrun_build9,:points,2017-11-21T04:19:30,2017-11-21T04:19:30,0.0,,datapoints,True
92,2017-11-22_xf177501_xfrun_build9,run_bucket,2017-11-21T04:18:40,2017-11-21T04:20:05,84.0,1 min 24.0 sec,all_points,False
93,2017-11-22_xf177501_xfrun_build9,datapoints,2017-11-21T04:18:40,2017-11-21T04:20:04,84.0,1 min 24.0 sec,run_bucket,False
94,2017-11-22_xf177501_xfrun_build9,:load,2017-11-21T04:18:40,2017-11-21T04:19:43,63.0,1 min 3.0 sec,datapoints,True
95,2017-11-22_xf177501_xfrun_build9,:points,2017-11-21T04:19:43,2017-11-21T04:19:44,1.0,1.0 sec,datapoints,True
96,2017-11-22_xf177501_xfrun_build9,run_bucket,2017-11-21T04:19:52,2017-11-21T04:21:18,86.0,1 min 26.0 sec,all_points,False
97,2017-11-22_xf177501_xfrun_build9,datapoints,2017-11-21T04:19:52,2017-11-21T04:21:18,86.0,1 min 26.0 sec,run_bucket,False
98,2017-11-22_xf177501_xfrun_build9,:load,2017-11-21T04:19:52,2017-11-21T04:20:56,64.0,1 min 4.0 sec,datapoints,True
99,2017-11-22_xf177501_xfrun_build9,:points,2017-11-21T04:20:56,2017-11-21T04:20:57,1.0,1.0 sec,datapoints,True
100,2017-11-22_xf177501_xfrun_build9,run_bucket,2017-11-21T04:20:05,2017-11-21T04:21:27,82.0,1 min 22.0 sec,all_points,False
101,2017-11-22_xf177501_xfrun_build9,datapoints,2017-11-21T04:20:05,2017-11-21T04:21:27,82.0,1 min 22.0 sec,run_bucket,False
102,2017-11-22_xf177501_xfrun_build9,:load,2017-11-21T04:20:05,2017-11-21T04:21:06,61.0,1 min 1.0 sec,datapoints,True
103,2017-11-22_xf177501_xfrun_build9,:points,2017-11-21T04:21:06,2017-11-21T04:21:06,0.0,,datapoints,True
104,2017-11-22_xf177501_xfrun_build9,run_bucket,2017-11-21T04:21:27,2017-11-21T04:22:49,82.0,1 min 22.0 sec,all_points,False
105,2017-11-22_xf177501_xfrun_build9,datapoints,2017-11-21T04:21:27,2017-11-21T04:22:49,82.0,1 min 22.0 sec,run_bucket,False
106,2017-11-22_xf177501_xfrun_build9,:load,2017-11-21T04:21:27,2017-11-21T04:22:28,61.0,1 min 1.0 sec,datapoints,True
107,2017-11-22_xf177501_xfrun_build9,:points,2017-11-21T04:22:28,2017-11-21T04:22:28,0.0,,datapoints,True
108,2017-11-22_xf177501_xfrun_build9,run_bucket,2017-11-21T04:21:18,2017-11-21T04:23:22,123.0,2 min 3.0 sec,all_points,False
109,2017-11-22_xf177501_xfrun_build9,datapoints,2017-11-21T04:21:18,2017-11-21T04:23:21,123.0,2 min 3.0 sec,run_bucket,False
110,2017-11-22_xf177501_xfrun_build9,:load,2017-11-21T04:21:18,2017-11-21T04:22:53,95.0,1 min 35.0 sec,datapoints,True
111,2017-11-22_xf177501_xfrun_build9,:points,2017-11-21T04:22:53,2017-11-21T04:22:58,5.0,5.0 sec,datapoints,True
112,2017-11-22_xf177501_xfrun_build9,run_bucket,2017-11-21T04:22:49,2017-11-21T04:24:16,86.0,1 min 26.0 sec,all_points,False
113,2017-11-22_xf177501_xfrun_build9,datapoints,2017-11-21T04:22:49,2017-11-21T04:24:15,86.0,1 min 26.0 sec,run_bucket,False
114,2017-11-22_xf177501_xfrun_build9,:load,2017-11-21T04:22:49,2017-11-21T04:23:53,64.0,1 min 4.0 sec,datapoints,True
115,2017-11-22_xf177501_xfrun_build9,:points,2017-11-21T04:23:53,2017-11-21T04:23:54,1.0,1.0 sec,datapoints,True
116,2017-11-22_xf177501_xfrun_build9,run_bucket,2017-11-21T04:23:22,2017-11-21T04:24:46,83.0,1 min 23.0 sec,all_points,False
117,2017-11-22_xf177501_xfrun_build9,datapoints,2017-11-21T04:23:22,2017-11-21T04:24:45,83.0,1 min 23.0 sec,run_bucket,False
118,2017-11-22_xf177501_xfrun_build9,:load,2017-11-21T04:23:22,2017-11-21T04:24:24,62.0,1 min 2.0 sec,datapoints,True
119,2017-11-22_xf177501_xfrun_build9,:points,2017-11-21T04:24:24,2017-11-21T04:24:24,0.0,,datapoints,True
120,2017-11-22_xf177501_xfrun_build9,run_bucket,2017-11-21T04:24:16,2017-11-21T04:25:40,83.0,1 min 23.0 sec,all_points,False
121,2017-11-22_xf177501_xfrun_build9,datapoints,2017-11-21T04:24:16,2017-11-21T04:25:39,83.0,1 min 23.0 sec,run_bucket,False
122,2017-11-22_xf177501_xfrun_build9,:load,2017-11-21T04:24:16,2017-11-21T04:25:18,62.0,1 min 2.0 sec,datapoints,True
123,2017-11-22_xf177501_xfrun_build9,:points,2017-11-21T04:25:18,2017-11-21T04:25:18,0.0,,datapoints,True
124,2017-11-22_xf177501_xfrun_build9,run_bucket,2017-11-21T04:24:46,2017-11-21T04:26:10,84.0,1 min 24.0 sec,all_points,False
125,2017-11-22_xf177501_xfrun_build9,datapoints,2017-11-21T04:24:46,2017-11-21T04:26:10,84.0,1 min 24.0 sec,run_bucket,False
126,2017-11-22_xf177501_xfrun_build9,:load,2017-11-21T04:24:46,2017-11-21T04:25:49,63.0,1 min 3.0 sec,datapoints,True
127,2017-11-22_xf177501_xfrun_build9,:points,2017-11-21T04:25:49,2017-11-21T04:25:49,0.0,,datapoints,True
128,2017-11-22_xf177501_xfrun_build9,run_bucket,2017-11-21T04:25:40,2017-11-21T04:27:05,84.0,1 min 24.0 sec,all_points,False
129,2017-11-22_xf177501_xfrun_build9,datapoints,2017-11-21T04:25:40,2017-11-21T04:27:04,84.0,1 min 24.0 sec,run_bucket,False
130,2017-11-22_xf177501_xfrun_build9,:load,2017-11-21T04:25:40,2017-11-21T04:26:42,62.0,1 min 2.0 sec,datapoints,True
131,2017-11-22_xf177501_xfrun_build9,:points,2017-11-21T04:26:42,2017-11-21T04:26:43,1.0,1.0 sec,datapoints,True
132,2017-11-22_xf177501_xfrun_build9,run_bucket,2017-11-21T04:26:10,2017-11-21T04:27:37,86.0,1 min 26.0 sec,all_points,False
133,2017-11-22_xf177501_xfrun_build9,datapoints,2017-11-21T04:26:10,2017-11-21T04:27:36,86.0,1 min 26.0 sec,run_bucket,False
134,2017-11-22_xf177501_xfrun_build9,:load,2017-11-21T04:26:10,2017-11-21T04:27:15,65.0,1 min 5.0 sec,datapoints,True
135,2017-11-22_xf177501_xfrun_build9,:points,2017-11-21T04:27:15,2017-11-21T04:27:15,0.0,,datapoints,True
136,2017-11-22_xf177501_xfrun_build9,run_bucket,2017-11-21T04:27:05,2017-11-21T04:28:28,83.0,1 min 23.0 sec,all_points,False
137,2017-11-22_xf177501_xfrun_build9,datapoints,2017-11-21T04:27:05,2017-11-21T04:28:28,83.0,1 min 23.0 sec,run_bucket,False
138,2017-11-22_xf177501_xfrun_build9,:load,2017-11-21T04:27:05,2017-11-21T04:28:06,61.0,1 min 1.0 sec,datapoints,True
139,2017-11-22_xf177501_xfrun_build9,:points,2017-11-21T04:28:06,2017-11-21T04:28:07,1.0,1.0 sec,datapoints,True
140,2017-11-22_xf177501_xfrun_build9,run_bucket,2017-11-21T04:27:37,2017-11-21T04:29:01,83.0,1 min 23.0 sec,all_points,False
141,2017-11-22_xf177501_xfrun_build9,datapoints,2017-11-21T04:27:37,2017-11-21T04:29:00,83.0,1 min 23.0 sec,run_bucket,False
142,2017-11-22_xf177501_xfrun_build9,:load,2017-11-21T04:27:37,2017-11-21T04:28:39,62.0,1 min 2.0 sec,datapoints,True
143,2017-11-22_xf177501_xfrun_build9,:points,2017-11-21T04:28:39,2017-11-21T04:28:39,0.0,,datapoints,True
144,2017-11-22_xf177501_xfrun_build9,run_bucket,2017-11-21T04:28:28,2017-11-21T04:29:51,83.0,1 min 23.0 sec,all_points,False
145,2017-11-22_xf177501_xfrun_build9,datapoints,2017-11-21T04:28:28,2017-11-21T04:29:51,83.0,1 min 23.0 sec,run_bucket,False
146,2017-11-22_xf177501_xfrun_build9,:load,2017-11-21T04:28:28,2017-11-21T04:29:29,61.0,1 min 1.0 sec,datapoints,True
147,2017-11-22_xf177501_xfrun_build9,:points,2017-11-21T04:29:29,2017-11-21T04:29:30,1.0,1.0 sec,datapoints,True
148,2017-11-22_xf177501_xfrun_build9,run_bucket,2017-11-21T04:29:01,2017-11-21T04:30:33,91.0,1 min 31.0 sec,all_points,False
149,2017-11-22_xf177501_xfrun_build9,datapoints,2017-11-21T04:29:01,2017-11-21T04:30:32,91.0,1 min 31.0 sec,run_bucket,False
150,2017-11-22_xf177501_xfrun_build9,:load,2017-11-21T04:29:01,2017-11-21T04:30:10,69.0,1 min 9.0 sec,datapoints,True
151,2017-11-22_xf177501_xfrun_build9,:points,2017-11-21T04:30:10,2017-11-21T04:30:11,1.0,1.0 sec,datapoints,True
152,2017-11-22_xf177501_xfrun_build9,run_bucket,2017-11-21T04:29:51,2017-11-21T04:32:08,136.0,2 min 16.0 sec,all_points,False
153,2017-11-22_xf177501_xfrun_build9,datapoints,2017-11-21T04:29:51,2017-11-21T04:32:07,136.0,2 min 16.0 sec,run_bucket,False
154,2017-11-22_xf177501_xfrun_build9,:load,2017-11-21T04:29:51,2017-11-21T04:31:43,112.0,1 min 52.0 sec,datapoints,True
155,2017-11-22_xf177501_xfrun_build9,:points,2017-11-21T04:31:43,2017-11-21T04:31:45,2.0,2.0 sec,datapoints,True
156,2017-11-22_xf177501_xfrun_build9,run_bucket,2017-11-21T04:30:33,2017-11-21T04:33:04,151.0,2 min 31.0 sec,all_points,False
157,2017-11-22_xf177501_xfrun_build9,datapoints,2017-11-21T04:30:33,2017-11-21T04:33:04,151.0,2 min 31.0 sec,run_bucket,False
158,2017-11-22_xf177501_xfrun_build9,:load,2017-11-21T04:30:33,2017-11-21T04:32:38,125.0,2 min 5.0 sec,datapoints,True
159,2017-11-22_xf177501_xfrun_build9,:points,2017-11-21T04:32:38,2017-11-21T04:32:41,3.0,3.0 sec,datapoints,True
160,2017-11-22_xf177501_xfrun_build9,run_bucket,2017-11-21T04:32:08,2017-11-21T04:33:56,108.0,1 min 48.0 sec,all_points,False
161,2017-11-22_xf177501_xfrun_build9,datapoints,2017-11-21T04:32:08,2017-11-21T04:33:56,108.0,1 min 48.0 sec,run_bucket,False
162,2017-11-22_xf177501_xfrun_build9,:load,2017-11-21T04:32:08,2017-11-21T04:33:28,80.0,1 min 20.0 sec,datapoints,True
163,2017-11-22_xf177501_xfrun_build9,:points,2017-11-21T04:33:28,2017-11-21T04:33:35,7.0,7.0 sec,datapoints,True
164,2017-11-22_xf177501_xfrun_build9,run_bucket,2017-11-21T04:33:04,2017-11-21T04:34:59,114.0,1 min 54.0 sec,all_points,False
165,2017-11-22_xf177501_xfrun_build9,datapoints,2017-11-21T04:33:04,2017-11-21T04:34:58,114.0,1 min 54.0 sec,run_bucket,False
166,2017-11-22_xf177501_xfrun_build9,:load,2017-11-21T04:33:04,2017-11-21T04:34:28,84.0,1 min 24.0 sec,datapoints,True
167,2017-11-22_xf177501_xfrun_build9,:points,2017-11-21T04:34:28,2017-11-21T04:34:36,8.0,8.0 sec,datapoints,True
168,2017-11-22_xf177501_xfrun_build9,run_bucket,2017-11-21T04:33:56,2017-11-21T04:35:23,86.0,1 min 26.0 sec,all_points,False
169,2017-11-22_xf177501_xfrun_build9,datapoints,2017-11-21T04:33:56,2017-11-21T04:35:22,86.0,1 min 26.0 sec,run_bucket,False
170,2017-11-22_xf177501_xfrun_build9,:load,2017-11-21T04:33:56,2017-11-21T04:35:01,65.0,1 min 5.0 sec,datapoints,True
171,2017-11-22_xf177501_xfrun_build9,:points,2017-11-21T04:35:01,2017-11-21T04:35:01,0.0,,datapoints,True
172,2017-11-22_xf177501_xfrun_build9,run_bucket,2017-11-21T04:34:59,2017-11-21T04:36:34,94.0,1 min 34.0 sec,all_points,False
173,2017-11-22_xf177501_xfrun_build9,datapoints,2017-11-21T04:34:59,2017-11-21T04:36:33,94.0,1 min 34.0 sec,run_bucket,False
174,2017-11-22_xf177501_xfrun_build9,:load,2017-11-21T04:34:59,2017-11-21T04:36:10,71.0,1 min 11.0 sec,datapoints,True
175,2017-11-22_xf177501_xfrun_build9,:points,2017-11-21T04:36:10,2017-11-21T04:36:12,2.0,2.0 sec,datapoints,True
176,2017-11-22_xf177501_xfrun_build9,run_bucket,2017-11-21T04:35:23,2017-11-21T04:37:01,98.0,1 min 38.0 sec,all_points,False
177,2017-11-22_xf177501_xfrun_build9,datapoints,2017-11-21T04:35:23,2017-11-21T04:37:01,98.0,1 min 38.0 sec,run_bucket,False
178,2017-11-22_xf177501_xfrun_build9,:load,2017-11-21T04:35:23,2017-11-21T04:36:38,75.0,1 min 15.0 sec,datapoints,True
179,2017-11-22_xf177501_xfrun_build9,:points,2017-11-21T04:36:38,2017-11-21T04:36:39,1.0,1.0 sec,datapoints,True
180,2017-11-22_xf177501_xfrun_build9,run_bucket,2017-11-21T04:36:34,2017-11-21T04:38:08,94.0,1 min 34.0 sec,all_points,False
181,2017-11-22_xf177501_xfrun_build9,datapoints,2017-11-21T04:36:34,2017-11-21T04:38:08,94.0,1 min 34.0 sec,run_bucket,False
182,2017-11-22_xf177501_xfrun_build9,:load,2017-11-21T04:36:34,2017-11-21T04:37:44,70.0,1 min 10.0 sec,datapoints,True
183,2017-11-22_xf177501_xfrun_build9,:points,2017-11-21T04:37:44,2017-11-21T04:37:46,2.0,2.0 sec,datapoints,True
184,2017-11-22_xf177501_xfrun_build9,run_bucket,2017-11-21T04:38:08,2017-11-21T04:39:50,102.0,1 min 42.0 sec,all_points,False
185,2017-11-22_xf177501_xfrun_build9,datapoints,2017-11-21T04:38:08,2017-11-21T04:39:50,102.0,1 min 42.0 sec,run_bucket,False
186,2017-11-22_xf177501_xfrun_build9,:load,2017-11-21T04:38:08,2017-11-21T04:39:25,77.0,1 min 17.0 sec,datapoints,True
187,2017-11-22_xf177501_xfrun_build9,:points,2017-11-21T04:39:25,2017-11-21T04:39:28,3.0,3.0 sec,datapoints,True
188,2017-11-22_xf177501_xfrun_build9,run_bucket,2017-11-21T04:37:01,2017-11-21T04:40:22,200.0,3 min 20.0 sec,all_points,False
189,2017-11-22_xf177501_xfrun_build9,datapoints,2017-11-21T04:37:01,2017-11-21T04:40:21,200.0,3 min 20.0 sec,run_bucket,False
